"Extension","Folder","SizeMB","Level"
"hannos.db-explorer","hannos.db-explorer-0.0.7-universal","0.55","?"
"intermas.nexa-form-previewer","intermas.nexa-form-previewer-1.0.9-universal","0.55","?"
"mguellsegarra.highlight-on-copy","mguellsegarra.highlight-on-copy-1.1.6-universal","0.54","?"
"mrchetan.laravel-goto-config","mrchetan.laravel-goto-config-1.0.3-universal","0.54","?"
"docguytraining.mc-flare-vs-code-preview","docguytraining.mc-flare-vs-code-preview-0.3.1-universal","0.54","?"
"mikesoft.chutes-usage-vscode","mikesoft.chutes-usage-vscode-0.5.2-universal","0.54","?"
"tomyoktavian.asset-finder","tomyoktavian.asset-finder-0.1.3-universal","0.54","?"
"lyuwenhan.zipper","lyuwenhan.zipper-1.0.43-universal","0.54","?"
"siffat-ahmed.ai-code-autocomplete","siffat-ahmed.ai-code-autocomplete-0.1.3-universal","0.54","?"
"veduis.antigravity-usage-stats","veduis.antigravity-usage-stats-0.4.1-universal","0.54","?"
"gitdoro.gitdoro-time-tracker","gitdoro.gitdoro-time-tracker-0.2.0-universal","0.54","?"
"vizards.deepseek-v4-for-copilot","vizards.deepseek-v4-for-copilot-0.6.2-universal","0.53","?"
"zion-school.logo-lang","zion-school.logo-lang-0.8.1-universal","0.53","?"
"devsense.composer-php-vscode","devsense.composer-php-vscode-1.71.19014-universal","0.53","?"
"harshkothari.svelte-radar","harshkothari.svelte-radar-1.1.0-universal","0.53","?"
"modaic.dspy-intellisense","modaic.dspy-intellisense-0.0.4-universal","0.53","?"
"onerequest.one-request-mcp-extension","onerequest.one-request-mcp-extension-1.0.1-universal","0.53","?"
"lzaruba.spock-test-runner-vscode","lzaruba.spock-test-runner-vscode-0.0.8-universal","0.53","?"
"vizards.localias","vizards.localias-0.2.0-universal","0.52","?"
"jostrand.ignition-mcp","jostrand.ignition-mcp-0.7.2-universal","0.52","?"
"veduis.1-click-mcp-installer","veduis.1-click-mcp-installer-1.5.0-universal","0.52","?"
"harishkaparwan.weaviate-db","harishkaparwan.weaviate-db-2.1.3-universal","0.52","?"
"codecash.codecash","codecash.codecash-0.2.2-universal","0.52","?"
"solvrlabs.solvr-code-vscode","solvrlabs.solvr-code-vscode-0.1.56-universal","0.52","?"
"eduardocecon.cappy","eduardocecon.cappy-3.2.58-universal","0.51","?"
"edenmaru.edenmaru-auto-approve","edenmaru.edenmaru-auto-approve-3.6.0-universal","0.51","?"
"devsense.profiler-php-vscode","devsense.profiler-php-vscode-1.71.19014-universal","0.51","?"
"infranodus.infranodus-graph-view","infranodus.infranodus-graph-view-0.9.4-universal","0.51","?"
"nockasdd.nock-hsa-ext","nockasdd.nock-hsa-ext-0.1.7-universal","0.51","?"
"yurish.size","yurish.size-0.3.2","0.51","?"
"mstrvndev.auto-accept-mstrvndev","mstrvndev.auto-accept-mstrvndev-1.0.4-universal","0.51","?"
"meunierman5048.auto-accept-agent","meunierman5048.auto-accept-agent-13.0.1","0.5","?"
"mendesalex89.mendes-ai","mendesalex89.mendes-ai-0.7.0-universal","0.5","?"
"querymt.vscode-querymt","querymt.vscode-querymt-0.4.0-universal","0.5","?"
"poly-glot-ai.poly-glot","poly-glot-ai.poly-glot-1.4.57-universal","0.5","?"
"jborean.ansibug","jborean.ansibug-0.2.0-universal","0.5","?"
"jerrygoyal.shortcut-menu-bar","jerrygoyal.shortcut-menu-bar-3.0.4-universal","0.5","?"
"thecalendre.data-file-viewer","thecalendre.data-file-viewer-2.0.0-universal","0.5","?"
"tomxeno.shortcut-menu-bar","tomxeno.shortcut-menu-bar-4.0.1-universal","0.5","?"
"christian-kohler.path-intellisense","christian-kohler.path-intellisense-2.8.0-universal","0.5","?"
"kurrent-io.gaffer-vscode","kurrent-io.gaffer-vscode-0.1.7-universal","0.49","?"
"pqub.altimeter","pqub.altimeter-0.0.4-universal","0.49","?"
"nirruu20.operon-vscode","nirruu20.operon-vscode-1.0.0-universal","0.49","?"
"neo1027144.antigravity-history","neo1027144.antigravity-history-0.2.1-universal","0.49","?"
"sssst.gcm-commit-message","sssst.gcm-commit-message-0.0.1-universal","0.49","?"
"vulnzap.vulnzap","vulnzap.vulnzap-0.3.0-universal","0.49","?"
"thesparkle.sparkle-guardrails","thesparkle.sparkle-guardrails-0.1.1-universal","0.49","?"
"nexifycode.nexify-code","nexifycode.nexify-code-1.0.0-universal","0.48","?"
"manul-engine.manulai-local-agent","manul-engine.manulai-local-agent-0.0.15-universal","0.48","?"
"ryanluker.vscode-coverage-gutters","ryanluker.vscode-coverage-gutters-2.14.0-universal","0.48","?"
"foretag.development-toolkit","foretag.development-toolkit-0.2.0-universal","0.48","?"
"opius-ai.opius-planner-cursor","opius-ai.opius-planner-cursor-1.2.3-universal","0.48","?"
"ozdyco.suggie","ozdyco.suggie-0.1.3-universal","0.48","?"
"nietao.repo-copilot","nietao.repo-copilot-0.0.13-universal","0.48","?"
"rakaarwaky.atomic-flow","rakaarwaky.atomic-flow-2.1.1-universal","0.48","?"
"junio-de-almeida-vitorino.ai-agent-ide-context-sync-vscode","junio-de-almeida-vitorino.ai-agent-ide-context-sync-vscode-2.0.24-universal","0.47","?"
"sirsimaster.seshat-gemini-bridge","sirsimaster.seshat-gemini-bridge-0.1.0-universal","0.47","?"
"tensorix-labs.t-req-vscode","tensorix-labs.t-req-vscode-0.1.6-universal","0.47","?"
"davidnussio.vscode-jq-playground","davidnussio.vscode-jq-playground-5.0.7-universal","0.47","?"
"caspiantools.caspian-emulator","caspiantools.caspian-emulator-1.0.0-universal","0.47","?"
"sanjulaganepola.github-local-actions","sanjulaganepola.github-local-actions-1.2.5-universal","0.47","?"
"kipngenokoech.weightless","kipngenokoech.weightless-0.1.7-universal","0.47","?"
"vipin-tom-varghese.reposcribe","vipin-tom-varghese.reposcribe-0.4.3-universal","0.47","?"
"krevas.local-model-provider","krevas.local-model-provider-1.1.2-universal","0.47","?"
"inandi.renderflow","inandi.renderflow-2.1.1-universal","0.46","?"
"pablolira-1982.syrus-ai","pablolira-1982.syrus-ai-1.2.36-universal","0.46","?"
"syrusai.syrus-ai","syrusai.syrus-ai-1.2.4-universal","0.46","?"
"zeybek.camouflage","zeybek.camouflage-1.3.0-universal","0.46","?"
"harishan-a.acm-context-management","harishan-a.acm-context-management-0.2.9-universal","0.46","?"
"muath-zaher.debrief","muath-zaher.debrief-0.7.1-universal","0.46","?"
"iuliushutuleac.kafka-connect-admin","iuliushutuleac.kafka-connect-admin-0.1.7-universal","0.46","?"
"imgildev.vscode-code-log-plus","imgildev.vscode-code-log-plus-1.12.1-universal","0.46","?"
"ms-toolsai.vscode-jupyter-cell-tags","ms-toolsai.vscode-jupyter-cell-tags-0.1.9","0.45","?"
"create3000.x3d-vscode-syntax-highlighting","create3000.x3d-vscode-syntax-highlighting-1.3.7-universal","0.45","?"
"ofershap.cursor-office","ofershap.cursor-office-0.2.0-universal","0.45","?"
"pruvalex.pruvalex-pruvagraph","pruvalex.pruvalex-pruvagraph-1.9.1-universal","0.45","?"
"molaga.vectis","molaga.vectis-0.2.0-universal","0.45","?"
"razroel.task-master-vscode-extension","razroel.task-master-vscode-extension-0.1.3-universal","0.44","?"
"river.java-launcher","river.java-launcher-1.4.1-universal","0.44","?"
"disjukr.json-type-checker","disjukr.json-type-checker-0.1.3-universal","0.44","?"
"karaniph.python-code-mentor","karaniph.python-code-mentor-2.2.3-universal","0.44","?"
"mrchetan.phpstorm-parameter-hints-in-vscode","mrchetan.phpstorm-parameter-hints-in-vscode-1.2.1-universal","0.44","?"
"pawelhuryn.claude-usage-phuryn","pawelhuryn.claude-usage-phuryn-1.5.5-universal","0.44","?"
"compresr.compresr","compresr.compresr-0.1.6-universal","0.43","?"
"siropkin.budi","siropkin.budi-1.5.8-universal","0.43","?"
"codmir.codmir-ide","codmir.codmir-ide-0.5.1-universal","0.43","?"
"codavidgarcia.antigravity-greenlight","codavidgarcia.antigravity-greenlight-1.2.2-universal","0.43","?"
"intersystems-community.servermanager","intersystems-community.servermanager-3.12.3-universal","0.43","?"
"vshaxe.hxcpp-debugger","vshaxe.hxcpp-debugger-1.2.4-universal","0.43","?"
"coderoom.selfcoder","coderoom.selfcoder-1.1.150-universal","0.42","?"
"gguf.durian","gguf.durian-0.0.5-universal","0.42","?"
"nexalyte-tech-solutions.agent-execution-orchestration-node","nexalyte-tech-solutions.agent-execution-orchestration-node-1.0.1-universal","0.42","?"
"formulahendry.agent-skills","formulahendry.agent-skills-0.0.4-universal","0.42","?"
"ms-toolsai.vscode-jupyter-slideshow","ms-toolsai.vscode-jupyter-slideshow-0.1.6","0.42","?"
"skyran.ran-commit","skyran.ran-commit-0.0.20-universal","0.42","?"
"devsessioncanvas.dev-session-canvas-notifier","devsessioncanvas.dev-session-canvas-notifier-0.24.2-universal","0.42","?"
"krnlcode.krnl-code","krnlcode.krnl-code-2.3.5-universal","0.41","?"
"lukadevv.chronest","lukadevv.chronest-1.1.7-universal","0.41","?"
"numlia-vs.git-keizu","numlia-vs.git-keizu-0.8.1-universal","0.41","?"
"philau2512.explorer-line-count","philau2512.explorer-line-count-1.0.0-universal","0.41","?"
"sr-team.inline-codelens","sr-team.inline-codelens-0.0.4-universal","0.41","?"
"smx.remote-config-gen","smx.remote-config-gen-1.0.0-universal","0.41","?"
"jeffersonvargas.fluxsql","jeffersonvargas.fluxsql-0.0.3-universal","0.41","?"
"nangui.makoki-visualizer","nangui.makoki-visualizer-0.1.5-universal","0.41","?"
"techfetch-dev.codex-account-switch-vscode","techfetch-dev.codex-account-switch-vscode-1.8.6-universal","0.41","?"
"datasciencetech.forcefield","datasciencetech.forcefield-0.10.2-universal","0.4","?"
"kriek-institutional-research.antigravity-forensics","kriek-institutional-research.antigravity-forensics-0.2.8-universal","0.4","?"
"daninemonic.mcp4humans","daninemonic.mcp4humans-1.0.7-universal","0.4","?"
"epochix.epochix","epochix.epochix-0.5.17-universal","0.4","?"
"robin-collins.chatledger-antigravity","robin-collins.chatledger-antigravity-1.1.5-universal","0.4","?"
"foxication.bevy-inspection","foxication.bevy-inspection-0.1.2-universal","0.4","?"
"slaugaus.visual-json","slaugaus.visual-json-1.0.0-universal","0.4","?"
"shqear.json-orbit","shqear.json-orbit-0.2.1-universal","0.4","?"
"sergey-zinchenko.dial-chat-model-provider","sergey-zinchenko.dial-chat-model-provider-0.1.1-universal","0.39","?"
"cognitra.vibe-check","cognitra.vibe-check-0.7.0-universal","0.39","?"
"supperide.supperide-extension","supperide.supperide-extension-0.5.1-universal","0.39","?"
"touhidion.neurosync","touhidion.neurosync-1.1.0-universal","0.39","?"
"ivanpasco.clean-language","ivanpasco.clean-language-2.1.0-universal","0.39","?"
"codebyabi.fahh-error-sound","codebyabi.fahh-error-sound-0.0.8-universal","0.39","?"
"izantech.scrcpy-vscode","izantech.scrcpy-vscode-0.1.4-universal","0.39","?"
"omegaapi.omegaapi-ai","omegaapi.omegaapi-ai-1.0.0-universal","0.39","?"
"zardoy.ide-scripting","zardoy.ide-scripting-0.1.12-universal","0.38","?"
"yoruhub.synaptree","yoruhub.synaptree-0.1.8-universal","0.38","?"
"vinkius.ide-catalog","vinkius.ide-catalog-0.1.1-universal","0.38","?"
"zenroychance.blink-time-tracker-cursor","zenroychance.blink-time-tracker-cursor-0.0.20-universal","0.38","?"
"everjusts.company-dossier","everjusts.company-dossier-2.11.0-universal","0.38","?"
"devyas319.csv-interactive-table-viewer","devyas319.csv-interactive-table-viewer-0.1.5-universal","0.38","?"
"cecicifu.cursor-plans-history","cecicifu.cursor-plans-history-1.2.1-universal","0.38","?"
"harishkaparwan.milvus-db-studio","harishkaparwan.milvus-db-studio-0.1.0-universal","0.38","?"
"yishifuhua.local-history-chinese","yishifuhua.local-history-chinese-1.8.3-universal","0.37","?"
"dr-mohammed-hamed.android-studio-flash","dr-mohammed-hamed.android-studio-flash-0.3.1-universal","0.37","?"
"buscasclientes.webmcp-pro-freaks-p2win","buscasclientes.webmcp-pro-freaks-p2win-1.4.3-universal","0.37","?"
"eclipse-cdt.vscode-trace-server","eclipse-cdt.vscode-trace-server-0.2.6-universal","0.37","?"
"hnaut.voxai-prompt","hnaut.voxai-prompt-3.0.5-universal","0.37","?"
"devyas319.csv-table-viewer","devyas319.csv-table-viewer-0.1.8","0.37","?"
"imandra.codelogician-traces","imandra.codelogician-traces-0.1.3-universal","0.37","?"
"focomai.focom","focomai.focom-0.0.4-universal","0.37","?"
"cloudstudio.code-assistant-pro","cloudstudio.code-assistant-pro-0.0.3-universal","0.36","?"
"operon.operon-vscode","operon.operon-vscode-0.4.0-universal","0.36","?"
"darknova.aditya-ghost-writer","darknova.aditya-ghost-writer-1.0.0-universal","0.36","?"
"posit.shiny","posit.shiny-1.4.1","0.36","?"
"nguyenxuanvinh.vtcode-companion","nguyenxuanvinh.vtcode-companion-0.50.14-universal","0.36","?"
"m121752332.genero-fgl","m121752332.genero-fgl-0.1.8-universal","0.36","?"
"nockasdd.domyh-auto-accept","nockasdd.domyh-auto-accept-1.0.7-universal","0.36","?"
"yxshee.skill-manager-antigravity","yxshee.skill-manager-antigravity-1.2.1-universal","0.36","?"
"redemptionroad.redemption-road-ai","redemptionroad.redemption-road-ai-1.0.0-universal","0.36","?"
"hudakf.cds","hudakf.cds-0.7.3-universal","0.36","?"
"tenureai.tenure-vscode","tenureai.tenure-vscode-1.0.25-universal","0.36","?"
"codestralagent.codestral-ai","codestralagent.codestral-ai-0.1.7-universal","0.35","?"
"ultimate-ai-team.ultimate-ai","ultimate-ai-team.ultimate-ai-1.0.0-universal","0.35","?"
"greenplumwine.mybatis-helper","greenplumwine.mybatis-helper-0.0.3-universal","0.35","?"
"oolab-labs.claude-ide-bridge-extension","oolab-labs.claude-ide-bridge-extension-1.4.24-universal","0.35","?"
"julienpironfr.8810","julienpironfr.8810-1.4.6-universal","0.35","?"
"chatflip.resource-lens","chatflip.resource-lens-0.1.0-universal","0.35","?"
"statewavedev.statewave-ide-companion","statewavedev.statewave-ide-companion-0.1.13-universal","0.35","?"
"wassimdev.wassimdev-vscode-deepseek","wassimdev.wassimdev-vscode-deepseek-0.0.5-universal","0.35","?"
"ebenezerdon.npm-studio","ebenezerdon.npm-studio-1.0.2-universal","0.34","?"
"liondoge.vscript-debug","liondoge.vscript-debug-0.2.7-universal","0.34","?"
"dominodatalab.domino-data-lab-vscode-extension","dominodatalab.domino-data-lab-vscode-extension-1.0.10-universal","0.34","?"
"myoontyee.claude-code-prism","myoontyee.claude-code-prism-0.6.3-universal","0.33","?"
"janmanek.maicrew-status-vscode","janmanek.maicrew-status-vscode-0.10.1-universal","0.33","?"
"leonardomjq.goblin-mode","leonardomjq.goblin-mode-0.3.2-universal","0.33","?"
"revanthpobala.agentic-gatekeeper","revanthpobala.agentic-gatekeeper-1.3.0-universal","0.33","?"
"wardy.wardy","wardy.wardy-0.3.0-universal","0.33","?"
"gitrcokr.gitrcokr","gitrcokr.gitrcokr-1.1.1-universal","0.33","?"
"hiadev.antigravity-quota-monitor","hiadev.antigravity-quota-monitor-1.0.4-universal","0.33","?"
"wpipe.wpipe-vscode","wpipe.wpipe-vscode-1.0.5-universal","0.33","?"
"ygqygq2.turbo-print-log","ygqygq2.turbo-print-log-4.0.0-universal","0.33","?"
"gautampachnanda101.promptx-chat-participant","gautampachnanda101.promptx-chat-participant-0.5.0-universal","0.32","?"
"toragonite.claude-code-orchestrator","toragonite.claude-code-orchestrator-1.1.1-universal","0.32","?"
"ms-vscode.mock-debug","ms-vscode.mock-debug-0.52.0-universal","0.32","?"
"harryhopkinson.vs-code-runner","harryhopkinson.vs-code-runner-2.2.5-universal","0.32","?"
"debugpyattacher.debugpy-attacher","debugpyattacher.debugpy-attacher-1.3.0-universal","0.32","?"
"llegomark.ag-telemetry","llegomark.ag-telemetry-2.0.4-universal","0.32","?"
"edgeonepages.edgeone-pages","edgeonepages.edgeone-pages-0.0.6-universal","0.31","?"
"nopeslide.vscode-drawio-plugin-wavedrom","nopeslide.vscode-drawio-plugin-wavedrom-0.0.1-universal","0.31","?"
"moalamri.inline-fold","moalamri.inline-fold-0.2.3-universal","0.31","?"
"headout.eevee-tokens-visualizer","headout.eevee-tokens-visualizer-1.2.4-universal","0.31","?"
"tomyoktavian.device-simulator","tomyoktavian.device-simulator-0.1.2-universal","0.31","?"
"estock.estock-watcher","estock.estock-watcher-0.9.0-universal","0.31","?"
"rodsarhan.tstypecolorpreview","rodsarhan.tstypecolorpreview-0.2.2-universal","0.31","?"
"hwantage.cursor-ime-indicator","hwantage.cursor-ime-indicator-0.1.0-universal","0.31","?"
"tangkeimg.moba-status-bar","tangkeimg.moba-status-bar-1.4.0-universal","0.31","?"
"redsilence.antigravity-os","redsilence.antigravity-os-0.1.3-universal","0.31","?"
"waelabosamra.copilot-rtl","waelabosamra.copilot-rtl-0.3.0-universal","0.3","?"
"manmanson.so-latch","manmanson.so-latch-0.1.0-win32-x64","0.3","?"
"duvaragesh.ibm-iagentx","duvaragesh.ibm-iagentx-0.2.4-universal","0.3","?"
"onxgroup.elastic-tabstops-mono","onxgroup.elastic-tabstops-mono-1.1.0-universal","0.29","?"
"eguskov.dascript","eguskov.dascript-0.0.28-universal","0.29","?"
"yehudalevy-collab.polis-protocol","yehudalevy-collab.polis-protocol-0.2.2-universal","0.29","?"
"mikesoft.vscode-super-cli","mikesoft.vscode-super-cli-0.8.3-universal","0.29","?"
"ms-vscode.node-debug","ms-vscode.node-debug-1.45.0-universal","0.29","?"
"pfwobcke.vscode-ttf","pfwobcke.vscode-ttf-1.1.1-universal","0.29","?"
"jeurboy.ai-context-bridge","jeurboy.ai-context-bridge-0.6.2-universal","0.29","?"
"changwenluo.codex-link","changwenluo.codex-link-0.0.7-universal","0.29","?"
"viber.viber","viber.viber-1.0.6-universal","0.29","?"
"daniele-lenares.gittini","daniele-lenares.gittini-1.0.1-universal","0.29","?"
"kibernet.zentao-bug-assistant-vscode","kibernet.zentao-bug-assistant-vscode-1.2.0-universal","0.28","?"
"defenter.defenter-vsc","defenter.defenter-vsc-0.0.96-universal","0.28","?"
"ibm.ibmidebug","ibm.ibmidebug-3.0.3-universal","0.28","?"
"flamezerg.cc-cli-quota","flamezerg.cc-cli-quota-1.1.8-universal","0.28","?"
"sumukhp-dev.cursor-sagemaker-notebook-connector","sumukhp-dev.cursor-sagemaker-notebook-connector-1.2.1-universal","0.28","?"
"mcpower.mcpower","mcpower.mcpower-0.0.87-universal","0.28","?"
"px39n.obsidianpreview","px39n.obsidianpreview-1.0.19-universal","0.28","?"
"ducflair.duc","ducflair.duc-3.0.0-universal","0.28","?"
"porcelli-dev.json-2-toon","porcelli-dev.json-2-toon-0.6.0-universal","0.28","?"
"sumukhp-dev.sagemaker-remote-connection","sumukhp-dev.sagemaker-remote-connection-1.1.1-universal","0.28","?"
"awaitful.awaitful","awaitful.awaitful-0.7.2-universal","0.28","?"
"soumyaprasadrana.vscode-java-debugx","soumyaprasadrana.vscode-java-debugx-1.0.3-universal","0.28","?"
"mkxml.vscode-filesize","mkxml.vscode-filesize-3.2.2-universal","0.28","?"
"bynara-id.bynara-vscode","bynara-id.bynara-vscode-0.71.2-universal","0.27","?"
"samuelcolvin.jinjahtml","samuelcolvin.jinjahtml-0.20.0-universal","0.27","?"
"zerog-ai.zerog-vscode-bridge","zerog-ai.zerog-vscode-bridge-1.0.1-universal","0.27","?"
"romainmenke.csstools-design-tokens","romainmenke.csstools-design-tokens-1.2.0-universal","0.27","?"
"worklifesg.archsketch","worklifesg.archsketch-0.1.4-universal","0.27","?"
"flowstudio.flowstudio-mcp","flowstudio.flowstudio-mcp-0.6.0-universal","0.27","?"
"peterdev.codegroup-file-organizer","peterdev.codegroup-file-organizer-1.3.0-universal","0.27","?"
"kuarkdev.kuark-studio-ext","kuarkdev.kuark-studio-ext-0.3.0-universal","0.27","?"
"keyshout.webhook-inspector","keyshout.webhook-inspector-0.1.2-universal","0.26","?"
"questo.lens-cursor-extension","questo.lens-cursor-extension-0.3.3-universal","0.26","?"
"znork.auto-accept-agent-free","znork.auto-accept-agent-free-1.2.9-universal","0.26","?"
"drdelco.mimo-provider","drdelco.mimo-provider-1.1.0-universal","0.26","?"
"moonrepo.moon-console","moonrepo.moon-console-0.16.6-universal","0.26","?"
"christofkaufmann.dataframe-viewer","christofkaufmann.dataframe-viewer-0.0.3-universal","0.26","?"
"locust.locust-vscode-extension","locust.locust-vscode-extension-0.1.70-universal","0.25","?"
"vireon-craft.ag-monitor","vireon-craft.ag-monitor-1.1.1-universal","0.25","?"
"snipara.snipara","snipara.snipara-2.0.8-universal","0.25","?"
"flowstudio.flowstudio-mcp-claude","flowstudio.flowstudio-mcp-claude-0.2.2-universal","0.25","?"
"giancarloerra.socraticode","giancarloerra.socraticode-1.8.18-universal","0.25","?"
"gguf.gguf-editor","gguf.gguf-editor-0.1.5-universal","0.25","?"
"emusal.alogin-skills","emusal.alogin-skills-0.2.2-universal","0.25","?"
"livrasand.codetrackr-official","livrasand.codetrackr-official-1.0.2-universal","0.25","?"
"ericsia.pythonsnippets3pro","ericsia.pythonsnippets3pro-3.3.2-universal","0.25","?"
"toppymicroservices.beads-git-graph","toppymicroservices.beads-git-graph-0.3.0-universal","0.25","?"
"zheng404.ai-quota-dashboard","zheng404.ai-quota-dashboard-1.1.0-universal","0.24","?"
"ericsia.pythonsnippets3","ericsia.pythonsnippets3-3.3.18-universal","0.24","?"
"psychobarge.stanza-line-counter","psychobarge.stanza-line-counter-0.9.2-universal","0.24","?"
"morvism.hooshyar","morvism.hooshyar-0.3.0-universal","0.24","?"
"damvolkov.ecodewhisper","damvolkov.ecodewhisper-0.3.2-universal","0.24","?"
"mrbeandev.mcp-http-tool","mrbeandev.mcp-http-tool-0.0.2-universal","0.24","?"
"ryukenshin546-a11y.claude-prompt-meter","ryukenshin546-a11y.claude-prompt-meter-0.6.2-universal","0.24","?"
"efemer.aicoach","efemer.aicoach-0.6.0-universal","0.24","?"
"fill-labs.dependi","fill-labs.dependi-0.7.25-universal","0.23","?"
"saltand.yet-another-commit-message-generator","saltand.yet-another-commit-message-generator-1.0.8-universal","0.23","?"
"tazztone.jules-vscode","tazztone.jules-vscode-0.3.0-beta.3.21-universal","0.23","?"
"kayorama.kayorama-autopilot","kayorama.kayorama-autopilot-8.0.0-universal","0.23","?"
"inspecto.inspecto","inspecto.inspecto-0.0.10-universal","0.23","?"
"jagatees.kiro-stat","jagatees.kiro-stat-0.3.2-universal","0.23","?"
"weinaike.aiat","weinaike.aiat-0.0.7-universal","0.23","?"
"lferrarezi.devin-cli-chat-vscode","lferrarezi.devin-cli-chat-vscode-1.12.0-universal","0.23","?"
"kamotami.zuiku-extension","kamotami.zuiku-extension-1.3.0-universal","0.23","?"
"devglobe.devglobe","devglobe.devglobe-2.1.0-universal","0.23","?"
"codertesla.wtf-commit","codertesla.wtf-commit-1.14.1-universal","0.23","?"
"kingcle.kingcle-ai","kingcle.kingcle-ai-0.2.0-universal","0.23","?"
"mrbeandev.mcp-mysql-tool","mrbeandev.mcp-mysql-tool-0.0.4-universal","0.22","?"
"hbenl.vscode-test-explorer","hbenl.vscode-test-explorer-2.22.1-universal","0.22","?"
"rhinosoftware.go-memory-visualizer","rhinosoftware.go-memory-visualizer-0.3.1-universal","0.22","?"
"djiit.vscode-custom-prompts","djiit.vscode-custom-prompts-0.3.1-universal","0.22","?"
"intentra.intentra-windsurf","intentra.intentra-windsurf-0.5.0-universal","0.22","?"
"salesforce.sfdx-code-analyzer-vscode","salesforce.sfdx-code-analyzer-vscode-1.18.0-universal","0.22","?"
"gfautomation.auto-agent-accept","gfautomation.auto-agent-accept-5.0.0-universal","0.22","?"
"wingrunr21.vscode-ruby","wingrunr21.vscode-ruby-0.28.0-universal","0.22","?"
"byteyang.nexus-mcp-vscode","byteyang.nexus-mcp-vscode-1.4.2-universal","0.21","?"
"hassanlasheenn.tweakr-dev","hassanlasheenn.tweakr-dev-1.0.5-universal","0.21","?"
"gustago.tpy-editor","gustago.tpy-editor-1.2.1-universal","0.21","?"
"long-kudo.vscode-claude-status","long-kudo.vscode-claude-status-0.6.2-universal","0.21","?"
"farseman.code-studio","farseman.code-studio-1.1.0-universal","0.21","?"
"nadim-vscode.symfony-code-snippets","nadim-vscode.symfony-code-snippets-2.1.1-universal","0.21","?"
"kuqoi.kuqoi","kuqoi.kuqoi-0.0.21-universal","0.21","?"
"renan-r-santos.pixi-code","renan-r-santos.pixi-code-0.2.0-universal","0.21","?"
"zazmic.palm-api-code-review","zazmic.palm-api-code-review-0.0.10","0.21","?"
"oryanp.vscode-vrl","oryanp.vscode-vrl-0.1.3-universal","0.21","?"
"p2l2.hdlregression-by-hgb","p2l2.hdlregression-by-hgb-1.0.2-universal","0.21","?"
"lferrarezi.coorquestrador","lferrarezi.coorquestrador-1.0.1-universal","0.21","?"
"revng.llvm-ir","revng.llvm-ir-1.0.5-universal","0.21","?"
"summitpatil.speckit-tracker","summitpatil.speckit-tracker-1.0.5-universal","0.21","?"
"kv9898.positron-r-package-manager","kv9898.positron-r-package-manager-0.2.5-universal","0.2","?"
"nadim-vscode.twig-code-snippets","nadim-vscode.twig-code-snippets-2.0.0-universal","0.2","?"
"iammrait.vultr-kimi-code","iammrait.vultr-kimi-code-0.1.8-universal","0.2","?"
"mjkubba.local-llm","mjkubba.local-llm-0.1.1-universal","0.2","?"
"rotifer-foundation.rotifer-vscode","rotifer-foundation.rotifer-vscode-0.9.0-universal","0.2","?"
"specmind.specmind-vscode","specmind.specmind-vscode-0.5.2","0.2","?"
"etsi0.class-collapse","etsi0.class-collapse-1.0.20260228-universal","0.2","?"
"luozhihao.call-graph","luozhihao.call-graph-1.2.3-universal","0.2","?"
"linjhs.skills-wizard","linjhs.skills-wizard-1.2.7-universal","0.2","?"
"christopherthomas.boomergit","christopherthomas.boomergit-0.3.2-universal","0.2","?"
"zstings.claude-code-zh-cn","zstings.claude-code-zh-cn-1.1.6-universal","0.19","?"
"nexusgpu.gpu-go","nexusgpu.gpu-go-0.1.14-universal","0.19","?"
"rahul-bhatt43.qr-forge","rahul-bhatt43.qr-forge-1.0.0-universal","0.19","?"
"odtian.omni-chat-provider","odtian.omni-chat-provider-0.1.10-universal","0.19","?"
"yut0takagi.sessionsmith","yut0takagi.sessionsmith-0.3.0-universal","0.19","?"
"byteask.byteask-vscode","byteask.byteask-vscode-0.1.5-universal","0.19","?"
"freewebsolution.webdev","freewebsolution.webdev-0.1.5-universal","0.19","?"
"mdsadiqmd.csv-table-view","mdsadiqmd.csv-table-view-1.0.0-universal","0.19","?"
"chronostasks.chronos-ide-utility","chronostasks.chronos-ide-utility-1.2.1-universal","0.19","?"
"valmack.circleci-config-validator","valmack.circleci-config-validator-0.0.1-universal","0.19","?"
"liaojianjin.remote-model-viewer","liaojianjin.remote-model-viewer-0.0.9-universal","0.19","?"
"flow-intelligence.flow-intelligence","flow-intelligence.flow-intelligence-0.3.1-universal","0.19","?"
"imontaine.helm-auto-continue","imontaine.helm-auto-continue-2.6.0-universal","0.19","?"
"edwarddjss.headroom","edwarddjss.headroom-1.2.17-universal","0.19","?"
"sanjeevan43.apexon","sanjeevan43.apexon-0.5.3-universal","0.19","?"
"eclipse-cdt.websocket-adapter","eclipse-cdt.websocket-adapter-0.0.5-universal","0.19","?"
"percy.vscode-numpy-viewer","percy.vscode-numpy-viewer-0.1.10-universal","0.19","?"
"vrishnviswasathyamoorthy.cursorforspeech","vrishnviswasathyamoorthy.cursorforspeech-3.6.0-universal","0.18","?"
"memoryai.memoryai-vsx","memoryai.memoryai-vsx-0.5.3-universal","0.18","?"
"filipsuk.lineheat-vscode","filipsuk.lineheat-vscode-0.1.7-universal","0.18","?"
"usernamehw.errorlens","usernamehw.errorlens-3.28.0-universal","0.18","?"
