"Name","Version","Folder","SizeMB","SizeGB","Large"
"devglobe.devglobe","2.1.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\devglobe.devglobe-2.1.0-universal","0.23","0","否"
"codertesla.wtf-commit","1.14.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\codertesla.wtf-commit-1.14.1-universal","0.23","0","否"
"kamotami.zuiku-extension","1.3.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\kamotami.zuiku-extension-1.3.0-universal","0.23","0","否"
"weinaike.aiat","0.0.7-universal","C:\Users\PCCPPPCCC\.positron\extensions\weinaike.aiat-0.0.7-universal","0.23","0","否"
"kingcle.kingcle-ai","0.2.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\kingcle.kingcle-ai-0.2.0-universal","0.23","0","否"
"kayorama.kayorama-autopilot","8.0.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\kayorama.kayorama-autopilot-8.0.0-universal","0.23","0","否"
"inspecto.inspecto","0.0.10-universal","C:\Users\PCCPPPCCC\.positron\extensions\inspecto.inspecto-0.0.10-universal","0.23","0","否"
"fill-labs.dependi","0.7.25-universal","C:\Users\PCCPPPCCC\.positron\extensions\fill-labs.dependi-0.7.25-universal","0.23","0","否"
"saltand.yet-another-commit-message-generator","1.0.8-universal","C:\Users\PCCPPPCCC\.positron\extensions\saltand.yet-another-commit-message-generator-1.0.8-universal","0.23","0","否"
"tazztone.jules-vscode","0.3.0-beta.3.21-universal","C:\Users\PCCPPPCCC\.positron\extensions\tazztone.jules-vscode-0.3.0-beta.3.21-universal","0.23","0","否"
"jagatees.kiro-stat","0.3.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\jagatees.kiro-stat-0.3.2-universal","0.23","0","否"
"hbenl.vscode-test-explorer","2.22.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\hbenl.vscode-test-explorer-2.22.1-universal","0.22","0","否"
"intentra.intentra-windsurf","0.5.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\intentra.intentra-windsurf-0.5.0-universal","0.22","0","否"
"rhinosoftware.go-memory-visualizer","0.3.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\rhinosoftware.go-memory-visualizer-0.3.1-universal","0.22","0","否"
"gfautomation.auto-agent-accept","5.0.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\gfautomation.auto-agent-accept-5.0.0-universal","0.22","0","否"
"salesforce.sfdx-code-analyzer-vscode","1.18.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\salesforce.sfdx-code-analyzer-vscode-1.18.0-universal","0.22","0","否"
"djiit.vscode-custom-prompts","0.3.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\djiit.vscode-custom-prompts-0.3.1-universal","0.22","0","否"
"wingrunr21.vscode-ruby","0.28.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\wingrunr21.vscode-ruby-0.28.0-universal","0.22","0","否"
"mrbeandev.mcp-mysql-tool","0.0.4-universal","C:\Users\PCCPPPCCC\.positron\extensions\mrbeandev.mcp-mysql-tool-0.0.4-universal","0.22","0","否"
"p2l2.hdlregression-by-hgb","1.0.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\p2l2.hdlregression-by-hgb-1.0.2-universal","0.21","0","否"
"long-kudo.vscode-claude-status","0.6.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\long-kudo.vscode-claude-status-0.6.2-universal","0.21","0","否"
"byteyang.nexus-mcp-vscode","1.4.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\byteyang.nexus-mcp-vscode-1.4.2-universal","0.21","0","否"
"renan-r-santos.pixi-code","0.2.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\renan-r-santos.pixi-code-0.2.0-universal","0.21","0","否"
"kuqoi.kuqoi","0.0.21-universal","C:\Users\PCCPPPCCC\.positron\extensions\kuqoi.kuqoi-0.0.21-universal","0.21","0","否"
"revng.llvm-ir","1.0.5-universal","C:\Users\PCCPPPCCC\.positron\extensions\revng.llvm-ir-1.0.5-universal","0.21","0","否"
"summitpatil.speckit-tracker","1.0.5-universal","C:\Users\PCCPPPCCC\.positron\extensions\summitpatil.speckit-tracker-1.0.5-universal","0.21","0","否"
"nadim-vscode.symfony-code-snippets","2.1.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\nadim-vscode.symfony-code-snippets-2.1.1-universal","0.21","0","否"
"oryanp.vscode-vrl","0.1.3-universal","C:\Users\PCCPPPCCC\.positron\extensions\oryanp.vscode-vrl-0.1.3-universal","0.21","0","否"
"hassanlasheenn.tweakr-dev","1.0.5-universal","C:\Users\PCCPPPCCC\.positron\extensions\hassanlasheenn.tweakr-dev-1.0.5-universal","0.21","0","否"
"zazmic.palm-api-code-review","0.0.10","C:\Users\PCCPPPCCC\.positron\extensions\zazmic.palm-api-code-review-0.0.10","0.21","0","否"
"farseman.code-studio","1.1.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\farseman.code-studio-1.1.0-universal","0.21","0","否"
"gustago.tpy-editor","1.2.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\gustago.tpy-editor-1.2.1-universal","0.21","0","否"
"lferrarezi.coorquestrador","1.0.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\lferrarezi.coorquestrador-1.0.1-universal","0.21","0","否"
"christopherthomas.boomergit","0.3.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\christopherthomas.boomergit-0.3.2-universal","0.2","0","否"
"rotifer-foundation.rotifer-vscode","0.9.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\rotifer-foundation.rotifer-vscode-0.9.0-universal","0.2","0","否"
"kv9898.positron-r-package-manager","0.2.5-universal","C:\Users\PCCPPPCCC\.positron\extensions\kv9898.positron-r-package-manager-0.2.5-universal","0.2","0","否"
"luozhihao.call-graph","1.2.3-universal","C:\Users\PCCPPPCCC\.positron\extensions\luozhihao.call-graph-1.2.3-universal","0.2","0","否"
"linjhs.skills-wizard","1.2.7-universal","C:\Users\PCCPPPCCC\.positron\extensions\linjhs.skills-wizard-1.2.7-universal","0.2","0","否"
"mjkubba.local-llm","0.1.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\mjkubba.local-llm-0.1.1-universal","0.2","0","否"
"etsi0.class-collapse","1.0.20260228-universal","C:\Users\PCCPPPCCC\.positron\extensions\etsi0.class-collapse-1.0.20260228-universal","0.2","0","否"
"specmind.specmind-vscode","0.5.2","C:\Users\PCCPPPCCC\.positron\extensions\specmind.specmind-vscode-0.5.2","0.2","0","否"
"iammrait.vultr-kimi-code","0.1.8-universal","C:\Users\PCCPPPCCC\.positron\extensions\iammrait.vultr-kimi-code-0.1.8-universal","0.2","0","否"
"nadim-vscode.twig-code-snippets","2.0.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\nadim-vscode.twig-code-snippets-2.0.0-universal","0.2","0","否"
"imontaine.helm-auto-continue","2.6.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\imontaine.helm-auto-continue-2.6.0-universal","0.19","0","否"
"yut0takagi.sessionsmith","0.3.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\yut0takagi.sessionsmith-0.3.0-universal","0.19","0","否"
"nexusgpu.gpu-go","0.1.14-universal","C:\Users\PCCPPPCCC\.positron\extensions\nexusgpu.gpu-go-0.1.14-universal","0.19","0","否"
"freewebsolution.webdev","0.1.5-universal","C:\Users\PCCPPPCCC\.positron\extensions\freewebsolution.webdev-0.1.5-universal","0.19","0","否"
"chronostasks.chronos-ide-utility","1.2.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\chronostasks.chronos-ide-utility-1.2.1-universal","0.19","0","否"
"edwarddjss.headroom","1.2.17-universal","C:\Users\PCCPPPCCC\.positron\extensions\edwarddjss.headroom-1.2.17-universal","0.19","0","否"
"eclipse-cdt.websocket-adapter","0.0.5-universal","C:\Users\PCCPPPCCC\.positron\extensions\eclipse-cdt.websocket-adapter-0.0.5-universal","0.19","0","否"
"percy.vscode-numpy-viewer","0.1.10-universal","C:\Users\PCCPPPCCC\.positron\extensions\percy.vscode-numpy-viewer-0.1.10-universal","0.19","0","否"
"liaojianjin.remote-model-viewer","0.0.9-universal","C:\Users\PCCPPPCCC\.positron\extensions\liaojianjin.remote-model-viewer-0.0.9-universal","0.19","0","否"
"flow-intelligence.flow-intelligence","0.3.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\flow-intelligence.flow-intelligence-0.3.1-universal","0.19","0","否"
"odtian.omni-chat-provider","0.1.10-universal","C:\Users\PCCPPPCCC\.positron\extensions\odtian.omni-chat-provider-0.1.10-universal","0.19","0","否"
"sanjeevan43.apexon","0.5.3-universal","C:\Users\PCCPPPCCC\.positron\extensions\sanjeevan43.apexon-0.5.3-universal","0.19","0","否"
"rahul-bhatt43.qr-forge","1.0.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\rahul-bhatt43.qr-forge-1.0.0-universal","0.19","0","否"
"mdsadiqmd.csv-table-view","1.0.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\mdsadiqmd.csv-table-view-1.0.0-universal","0.19","0","否"
"byteask.byteask-vscode","0.1.5-universal","C:\Users\PCCPPPCCC\.positron\extensions\byteask.byteask-vscode-0.1.5-universal","0.19","0","否"
"zstings.claude-code-zh-cn","1.1.6-universal","C:\Users\PCCPPPCCC\.positron\extensions\zstings.claude-code-zh-cn-1.1.6-universal","0.19","0","否"
"valmack.circleci-config-validator","0.0.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\valmack.circleci-config-validator-0.0.1-universal","0.19","0","否"
"novastore.novastore-antigravity-auto-retry","1.2.8-universal","C:\Users\PCCPPPCCC\.positron\extensions\novastore.novastore-antigravity-auto-retry-1.2.8-universal","0.18","0","否"
"hyperspacetechnologies.reactor-vscode","0.1.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\hyperspacetechnologies.reactor-vscode-0.1.2-universal","0.18","0","否"
"elagil.pre-commit-helper","0.6.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\elagil.pre-commit-helper-0.6.0-universal","0.18","0","否"
"filipsuk.lineheat-vscode","0.1.7-universal","C:\Users\PCCPPPCCC\.positron\extensions\filipsuk.lineheat-vscode-0.1.7-universal","0.18","0","否"
"mrkeles61.yolomode","3.1.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\mrkeles61.yolomode-3.1.1-universal","0.18","0","否"
"vrishnviswasathyamoorthy.cursorforspeech","3.6.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\vrishnviswasathyamoorthy.cursorforspeech-3.6.0-universal","0.18","0","否"
"memoryai.memoryai-vsx","0.5.3-universal","C:\Users\PCCPPPCCC\.positron\extensions\memoryai.memoryai-vsx-0.5.3-universal","0.18","0","否"
"usernamehw.errorlens","3.28.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\usernamehw.errorlens-3.28.0-universal","0.18","0","否"
"corp.trace-insight","0.4.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\corp.trace-insight-0.4.0-universal","0.18","0","否"
"prashantmalan.claude-token-optimizer","1.0.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\prashantmalan.claude-token-optimizer-1.0.0-universal","0.17","0","否"
"israelroze.agent-loadout","0.1.4-universal","C:\Users\PCCPPPCCC\.positron\extensions\israelroze.agent-loadout-0.1.4-universal","0.17","0","否"
"prashantmalan.claude-steward","1.0.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\prashantmalan.claude-steward-1.0.2-universal","0.17","0","否"
"prashantmalan.claude-5dd","1.0.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\prashantmalan.claude-5dd-1.0.1-universal","0.17","0","否"
"gnagnom94.open-items-tracker","0.4.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\gnagnom94.open-items-tracker-0.4.2-universal","0.17","0","否"
"formulateai.continuum-vscode","0.2.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\formulateai.continuum-vscode-0.2.0-universal","0.17","0","否"
"formulateai.continuum","0.2.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\formulateai.continuum-0.2.0-universal","0.17","0","否"
"datalabrotterdam.nova-ai-vscode","1.0.10-universal","C:\Users\PCCPPPCCC\.positron\extensions\datalabrotterdam.nova-ai-vscode-1.0.10-universal","0.17","0","否"
"hakkietem.cucumber-java-easy-runner","0.1.16-universal","C:\Users\PCCPPPCCC\.positron\extensions\hakkietem.cucumber-java-easy-runner-0.1.16-universal","0.17","0","否"
"wendylabsinc.wendy-vscode","0.1.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\wendylabsinc.wendy-vscode-0.1.1-universal","0.17","0","否"
"khaosai.khaosai","0.2.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\khaosai.khaosai-0.2.0-universal","0.17","0","否"
"mrbeandev.mcp-sqlite-tool","0.0.4-universal","C:\Users\PCCPPPCCC\.positron\extensions\mrbeandev.mcp-sqlite-tool-0.0.4-universal","0.17","0","否"
"ghost-dev.ctrl-z-terminal","0.1.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\ghost-dev.ctrl-z-terminal-0.1.1-universal","0.17","0","否"
"carlosiborra.ralphban","1.0.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\carlosiborra.ralphban-1.0.2-universal","0.17","0","否"
"nextcortex.nextcortex-antigravity-monitor","2.0.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\nextcortex.nextcortex-antigravity-monitor-2.0.2-universal","0.17","0","否"
"mindaro-dev.file-downloader","1.0.13-universal","C:\Users\PCCPPPCCC\.positron\extensions\mindaro-dev.file-downloader-1.0.13-universal","0.16","0","否"
"kryzen.kryzen","1.0.3-universal","C:\Users\PCCPPPCCC\.positron\extensions\kryzen.kryzen-1.0.3-universal","0.16","0","否"
"iuliushutuleac.flink-sql-workbench","0.1.5-universal","C:\Users\PCCPPPCCC\.positron\extensions\iuliushutuleac.flink-sql-workbench-0.1.5-universal","0.16","0","否"
"devloadout.context-saver","0.1.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\devloadout.context-saver-0.1.0-universal","0.16","0","否"
"gguf.gguf-coder","0.2.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\gguf.gguf-coder-0.2.0-universal","0.16","0","否"
"tdminc.macro-terminal","0.5.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\tdminc.macro-terminal-0.5.0-universal","0.16","0","否"
"devloadout.agent-rules","0.2.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\devloadout.agent-rules-0.2.0-universal","0.16","0","否"
"skay138.happy-spring-tomcat","1.1.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\skay138.happy-spring-tomcat-1.1.0-universal","0.16","0","否"
"techfutureinfo.vscode-ask-code-anything","0.3.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\techfutureinfo.vscode-ask-code-anything-0.3.0-universal","0.16","0","否"
"mnagaso.r4-platform","0.1.21-universal","C:\Users\PCCPPPCCC\.positron\extensions\mnagaso.r4-platform-0.1.21-universal","0.16","0","否"
"kingcl.kingcle-ai","0.1.6-universal","C:\Users\PCCPPPCCC\.positron\extensions\kingcl.kingcle-ai-0.1.6-universal","0.16","0","否"
"reditorsupport.r-syntax","0.1.4-universal","C:\Users\PCCPPPCCC\.positron\extensions\reditorsupport.r-syntax-0.1.4-universal","0.15","0","否"
"markusvankempen.zendesk-mcp-vscode","1.3.4-universal","C:\Users\PCCPPPCCC\.positron\extensions\markusvankempen.zendesk-mcp-vscode-1.3.4-universal","0.15","0","否"
"saas.synthetic-galileo","1.0.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\saas.synthetic-galileo-1.0.2-universal","0.15","0","否"
"codewithmishu.opentunnel","2.0.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\codewithmishu.opentunnel-2.0.0-universal","0.15","0","否"
"michaelsam94.csv-studio","0.1.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\michaelsam94.csv-studio-0.1.1-universal","0.15","0","否"
"jirim.turbo-debugger-smart","2.0.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\jirim.turbo-debugger-smart-2.0.2-universal","0.15","0","否"
"kingreaper96420.cursorforspeech","3.4.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\kingreaper96420.cursorforspeech-3.4.0-universal","0.15","0","否"
"chandorkartechnologies.vikasit-code","2.1.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\chandorkartechnologies.vikasit-code-2.1.2-universal","0.15","0","否"
"meshredded.robusta","3.0.6-universal","C:\Users\PCCPPPCCC\.positron\extensions\meshredded.robusta-3.0.6-universal","0.15","0","否"
"salemal-zuhairi.android-system-explorer","0.0.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\salemal-zuhairi.android-system-explorer-0.0.1-universal","0.15","0","否"
"juniorit-ai.vscode-juniorit","0.0.12-universal","C:\Users\PCCPPPCCC\.positron\extensions\juniorit-ai.vscode-juniorit-0.0.12-universal","0.14","0","否"
"ms-azuretools.vscode-docker","2.0.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\ms-azuretools.vscode-docker-2.0.0-universal","0.14","0","否"
"igorganapolsky.thumbgate","1.28.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\igorganapolsky.thumbgate-1.28.1-universal","0.14","0","否"
"predicte.predicte-commit","1.0.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\predicte.predicte-commit-1.0.1-universal","0.14","0","否"
"carrotj.mdcarrot","1.4.6-universal","C:\Users\PCCPPPCCC\.positron\extensions\carrotj.mdcarrot-1.4.6-universal","0.14","0","否"
"jrdev.vsc-theme-generator","0.2.5-universal","C:\Users\PCCPPPCCC\.positron\extensions\jrdev.vsc-theme-generator-0.2.5-universal","0.14","0","否"
"rufat.cursor-ai-chat-click-redirect","0.6.6-universal","C:\Users\PCCPPPCCC\.positron\extensions\rufat.cursor-ai-chat-click-redirect-0.6.6-universal","0.14","0","否"
"singhaman21.svg-preview-hover","0.1.9-universal","C:\Users\PCCPPPCCC\.positron\extensions\singhaman21.svg-preview-hover-0.1.9-universal","0.14","0","否"
"nadim-vscode.html-meta-tags-hero","1.0.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\nadim-vscode.html-meta-tags-hero-1.0.2-universal","0.14","0","否"
"koichisasada.vscode-rdbg","0.2.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\koichisasada.vscode-rdbg-0.2.1-universal","0.14","0","否"
"damolinx.tracciatto","0.3.6-universal","C:\Users\PCCPPPCCC\.positron\extensions\damolinx.tracciatto-0.3.6-universal","0.14","0","否"
"igorganapolsky.thumbgate","1.28.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\igorganapolsky.thumbgate-1.28.0-universal","0.14","0","否"
"zyohra.zyohra-ai","1.0.11-universal","C:\Users\PCCPPPCCC\.positron\extensions\zyohra.zyohra-ai-1.0.11-universal","0.14","0","否"
"jakepark.sidemirror","0.1.10-universal","C:\Users\PCCPPPCCC\.positron\extensions\jakepark.sidemirror-0.1.10-universal","0.14","0","否"
"mylesmurphy.prettify-ts","0.3.9-universal","C:\Users\PCCPPPCCC\.positron\extensions\mylesmurphy.prettify-ts-0.3.9-universal","0.14","0","否"
"sakethsreeram.vscode-varexplorer","1.0.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\sakethsreeram.vscode-varexplorer-1.0.2-universal","0.14","0","否"
"raghul-tech.faah-terminal-alert-ext","1.0.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\raghul-tech.faah-terminal-alert-ext-1.0.0-universal","0.14","0","否"
"caenrigen.jupytext-sync","1.4.4-universal","C:\Users\PCCPPPCCC\.positron\extensions\caenrigen.jupytext-sync-1.4.4-universal","0.13","0","否"
"waydotnet.profiler-powered-by-scalene","0.1.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\waydotnet.profiler-powered-by-scalene-0.1.1-universal","0.13","0","否"
"yingqizhang.ai-coder-thucs","0.3.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\yingqizhang.ai-coder-thucs-0.3.1-universal","0.13","0","否"
"lucasdonordeste.claude-control","0.9.5-universal","C:\Users\PCCPPPCCC\.positron\extensions\lucasdonordeste.claude-control-0.9.5-universal","0.13","0","否"
"windfall.co-bridge","1.0.6-universal","C:\Users\PCCPPPCCC\.positron\extensions\windfall.co-bridge-1.0.6-universal","0.13","0","否"
"ygqygq2.turbo-print-var","4.0.4-universal","C:\Users\PCCPPPCCC\.positron\extensions\ygqygq2.turbo-print-var-4.0.4-universal","0.13","0","否"
"dorianmassoulier.repomix-runner","0.5.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\dorianmassoulier.repomix-runner-0.5.0-universal","0.13","0","否"
"recurate.recurate-annotator-vscode","0.2.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\recurate.recurate-annotator-vscode-0.2.1-universal","0.13","0","否"
"coco.coco-cursor","0.1.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\coco.coco-cursor-0.1.1-universal","0.13","0","否"
