"Name","Version","Folder","SizeMB","SizeGB","Large"
"ma-do-ka.antigravity-quota","2.7.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\ma-do-ka.antigravity-quota-2.7.0-universal","4.34","0.004","否"
"sankooc.pcapviewer","0.4.10-universal","C:\Users\PCCPPPCCC\.positron\extensions\sankooc.pcapviewer-0.4.10-universal","4.31","0.004","否"
"gperez88.ai-prompt-refiner","1.4.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\gperez88.ai-prompt-refiner-1.4.1-universal","4.31","0.004","否"
"noteweave.noteweave","0.2.27-universal","C:\Users\PCCPPPCCC\.positron\extensions\noteweave.noteweave-0.2.27-universal","4.27","0.004","否"
"codmir.extension-ide","0.8.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\codmir.extension-ide-0.8.1-universal","4.25","0.004","否"
"liushoukun.vscode-antv-infographic","1.0.3-universal","C:\Users\PCCPPPCCC\.positron\extensions\liushoukun.vscode-antv-infographic-1.0.3-universal","4.25","0.004","否"
"randomfractalsinc.js-notebook-inspector","1.5.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\randomfractalsinc.js-notebook-inspector-1.5.0-universal","4.22","0.004","否"
"punal100.antigravity-copilot","1.6.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\punal100.antigravity-copilot-1.6.0-universal","4.21","0.004","否"
"hiveline.hiveline","2.7.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\hiveline.hiveline-2.7.0-universal","4.19","0.004","否"
"runql.runql-bigquery","1.1.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\runql.runql-bigquery-1.1.0-universal","4.18","0.004","否"
"codechron.codechron-ai-companion","1.0.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\codechron.codechron-ai-companion-1.0.2-universal","4.17","0.004","否"
"yudurobotics.port11-debugger","0.1.7-universal","C:\Users\PCCPPPCCC\.positron\extensions\yudurobotics.port11-debugger-0.1.7-universal","4.16","0.004","否"
"yuri-schimke.compose-preview","0.16.47-universal","C:\Users\PCCPPPCCC\.positron\extensions\yuri-schimke.compose-preview-0.16.47-universal","4.16","0.004","否"
"yuri-schimke.compose-preview","0.16.46-universal","C:\Users\PCCPPPCCC\.positron\extensions\yuri-schimke.compose-preview-0.16.46-universal","4.16","0.004","否"
"physicar.physicar-ext","0.1.17-universal","C:\Users\PCCPPPCCC\.positron\extensions\physicar.physicar-ext-0.1.17-universal","4.15","0.004","否"
"physicar.physicar-ext","0.1.19-universal","C:\Users\PCCPPPCCC\.positron\extensions\physicar.physicar-ext-0.1.19-universal","4.15","0.004","否"
"fancy-bread.agent-context-explorer","1.3.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\fancy-bread.agent-context-explorer-1.3.0-universal","4.14","0.004","否"
"mjpvs.latex-previewer","0.9.9-universal","C:\Users\PCCPPPCCC\.positron\extensions\mjpvs.latex-previewer-0.9.9-universal","4.14","0.004","否"
"howardzuo.vscode-git-tags","1.4.4-universal","C:\Users\PCCPPPCCC\.positron\extensions\howardzuo.vscode-git-tags-1.4.4-universal","4.14","0.004","否"
"fwcd.kotlin","0.2.36-universal","C:\Users\PCCPPPCCC\.positron\extensions\fwcd.kotlin-0.2.36-universal","4.12","0.004","否"
"entelligenceai.entelligenceai-pr-reviewer","0.0.23-universal","C:\Users\PCCPPPCCC\.positron\extensions\entelligenceai.entelligenceai-pr-reviewer-0.0.23-universal","4.12","0.004","否"
"telesoho.excalidraw-editor-cj","3.4.6","C:\Users\PCCPPPCCC\.positron\extensions\telesoho.excalidraw-editor-cj-3.4.6","4.11","0.004","否"
"erennyuksell.ag-multi-account-switchboard","3.2.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\erennyuksell.ag-multi-account-switchboard-3.2.1-universal","4.08","0.004","否"
"yeominux.md-feedback-vscode","1.5.5-universal","C:\Users\PCCPPPCCC\.positron\extensions\yeominux.md-feedback-vscode-1.5.5-universal","4.08","0.004","否"
"dbbase.dbbase","1.3.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\dbbase.dbbase-1.3.0-universal","4.07","0.004","否"
"sswg.swift-lang","1.11.4-universal","C:\Users\PCCPPPCCC\.positron\extensions\sswg.swift-lang-1.11.4-universal","4.07","0.004","否"
"ms-azuretools.vscode-containers","2.4.5-universal","C:\Users\PCCPPPCCC\.positron\extensions\ms-azuretools.vscode-containers-2.4.5-universal","4.05","0.004","否"
"namdang.ollama-copilot-vscode","1.0.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\namdang.ollama-copilot-vscode-1.0.1-universal","4.05","0.004","否"
"ysamlan.vscode-backlog-md","0.3.9-universal","C:\Users\PCCPPPCCC\.positron\extensions\ysamlan.vscode-backlog-md-0.3.9-universal","4.05","0.004","否"
"yuzhiqiang.antigravity-ide-cockpit","1.3.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\yuzhiqiang.antigravity-ide-cockpit-1.3.0-universal","4.05","0.004","否"
"jsonviewertools.animesh-jsonviz78","1.1.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\jsonviewertools.animesh-jsonviz78-1.1.1-universal","4.05","0.004","否"
"pilaton.vscode-npm-lens","4.2.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\pilaton.vscode-npm-lens-4.2.1-universal","4.03","0.004","否"
"mirasim.mirasim","0.0.37-universal","C:\Users\PCCPPPCCC\.positron\extensions\mirasim.mirasim-0.0.37-universal","4.01","0.004","否"
"kilo.sso-vsc","3.0.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\kilo.sso-vsc-3.0.2-universal","4.01","0.004","否"
"slowdreamer.context-naming-consultant","0.0.5-universal","C:\Users\PCCPPPCCC\.positron\extensions\slowdreamer.context-naming-consultant-0.0.5-universal","4.01","0.004","否"
"revaturepro.revature-labs","1.0.17-universal","C:\Users\PCCPPPCCC\.positron\extensions\revaturepro.revature-labs-1.0.17-universal","4.01","0.004","否"
"revaturepro-local.revaturepro-local","0.1.3-universal","C:\Users\PCCPPPCCC\.positron\extensions\revaturepro-local.revaturepro-local-0.1.3-universal","4","0.004","否"
"readysteadyscience.omni-sync","0.1.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\readysteadyscience.omni-sync-0.1.0-universal","3.99","0.004","否"
"wps-editor.wps-editor","1.0.13-universal","C:\Users\PCCPPPCCC\.positron\extensions\wps-editor.wps-editor-1.0.13-universal","3.98","0.004","否"
"revaturepro-non-prod.revature-labs-non-prod","0.0.79-universal","C:\Users\PCCPPPCCC\.positron\extensions\revaturepro-non-prod.revature-labs-non-prod-0.0.79-universal","3.98","0.004","否"
"vrishnviswasathyamoorthy.cursor-prompt-enhancer","1.0.4-universal","C:\Users\PCCPPPCCC\.positron\extensions\vrishnviswasathyamoorthy.cursor-prompt-enhancer-1.0.4-universal","3.97","0.004","否"
"odam-dev.cursor-odam-extension","1.2.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\odam-dev.cursor-odam-extension-1.2.0-universal","3.95","0.004","否"
"kalculus.flexor","1.0.7-universal","C:\Users\PCCPPPCCC\.positron\extensions\kalculus.flexor-1.0.7-universal","3.95","0.004","否"
"pixello.pixello","0.1.8-universal","C:\Users\PCCPPPCCC\.positron\extensions\pixello.pixello-0.1.8-universal","3.95","0.004","否"
"maiwulanjiangmaiming.niftispy","2.1.4-universal","C:\Users\PCCPPPCCC\.positron\extensions\maiwulanjiangmaiming.niftispy-2.1.4-universal","3.94","0.004","否"
"chalk-agents.chalk-skills","0.10.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\chalk-agents.chalk-skills-0.10.0-universal","3.92","0.004","否"
"csharp-forge.tiled-map-viewer","0.0.72-universal","C:\Users\PCCPPPCCC\.positron\extensions\csharp-forge.tiled-map-viewer-0.0.72-universal","3.91","0.004","否"
"stephanoskomnenos.jieba","0.3.15-universal","C:\Users\PCCPPPCCC\.positron\extensions\stephanoskomnenos.jieba-0.3.15-universal","3.91","0.004","否"
"robberphex.php-debug","1.14.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\robberphex.php-debug-1.14.0-universal","3.91","0.004","否"
"hurtis.todo","0.0.6-universal","C:\Users\PCCPPPCCC\.positron\extensions\hurtis.todo-0.0.6-universal","3.89","0.004","否"
"vscjava.vscode-java-debug","0.59.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\vscjava.vscode-java-debug-0.59.0-universal","3.88","0.004","否"
"jetbrains.resharper-code","2026.2.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\jetbrains.resharper-code-2026.2.0-universal","3.87","0.004","否"
"kevsnz.tab-rocket","1.3.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\kevsnz.tab-rocket-1.3.0-universal","3.87","0.004","否"
"mcu-debug.memory-view","0.0.29-universal","C:\Users\PCCPPPCCC\.positron\extensions\mcu-debug.memory-view-0.0.29-universal","3.86","0.004","否"
"mark-wiemer.vscode-autohotkey-plus-plus","6.7.3-universal","C:\Users\PCCPPPCCC\.positron\extensions\mark-wiemer.vscode-autohotkey-plus-plus-6.7.3-universal","3.85","0.004","否"
"deltin.overwatch-script-to-workshop","3.13.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\deltin.overwatch-script-to-workshop-3.13.0-universal","3.85","0.004","否"
"flowmo.flowmo-flowchart-editor","1.2.3-universal","C:\Users\PCCPPPCCC\.positron\extensions\flowmo.flowmo-flowchart-editor-1.2.3-universal","3.84","0.004","否"
"lucasbiel7.cucumber-java-runner","1.0.20-universal","C:\Users\PCCPPPCCC\.positron\extensions\lucasbiel7.cucumber-java-runner-1.0.20-universal","3.83","0.004","否"
"whatsappide.whatsapp-ide","0.1.30-universal","C:\Users\PCCPPPCCC\.positron\extensions\whatsappide.whatsapp-ide-0.1.30-universal","3.82","0.004","否"
"litalbruskin.promptwizard","1.2.7-universal","C:\Users\PCCPPPCCC\.positron\extensions\litalbruskin.promptwizard-1.2.7-universal","3.81","0.004","否"
"kratiuk.commentlinking","1.0.4-universal","C:\Users\PCCPPPCCC\.positron\extensions\kratiuk.commentlinking-1.0.4-universal","3.78","0.004","否"
"microi.v8-engine","3.6.7-universal","C:\Users\PCCPPPCCC\.positron\extensions\microi.v8-engine-3.6.7-universal","3.78","0.004","否"
"stylusnexus.work-plan-viewer","0.19.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\stylusnexus.work-plan-viewer-0.19.2-universal","3.78","0.004","否"
"kilo.work-station","1.5.21-universal","C:\Users\PCCPPPCCC\.positron\extensions\kilo.work-station-1.5.21-universal","3.78","0.004","否"
"microi.v8-engine","3.6.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\microi.v8-engine-3.6.2-universal","3.75","0.004","否"
"octoberswimmer.aer-dap-client","1.2.3-universal","C:\Users\PCCPPPCCC\.positron\extensions\octoberswimmer.aer-dap-client-1.2.3-universal","3.75","0.004","否"
"scruffynerf.vscode-comfyui","2.2.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\scruffynerf.vscode-comfyui-2.2.1-universal","3.73","0.004","否"
"ibm.bob-java","1.0.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\ibm.bob-java-1.0.0-universal","3.73","0.004","否"
"lean-ai.lean-ai","0.24.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\lean-ai.lean-ai-0.24.2-universal","3.72","0.004","否"
"cartanova.sonamu","0.6.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\cartanova.sonamu-0.6.0-universal","3.72","0.004","否"
"eugenechoy.dumbify","0.1.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\eugenechoy.dumbify-0.1.2-universal","3.71","0.004","否"
"pickoba.satysfi-workshop","1.4.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\pickoba.satysfi-workshop-1.4.1-universal","3.7","0.004","否"
"cursor-remote.cursor-remote","0.1.52-universal","C:\Users\PCCPPPCCC\.positron\extensions\cursor-remote.cursor-remote-0.1.52-universal","3.69","0.004","否"
"workday.dj","1.10.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\workday.dj-1.10.1-universal","3.69","0.004","否"
"mondoo.vscode-mondoo","0.6.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\mondoo.vscode-mondoo-0.6.0-universal","3.68","0.004","否"
"jovian.jobot","0.1.7-universal","C:\Users\PCCPPPCCC\.positron\extensions\jovian.jobot-0.1.7-universal","3.68","0.004","否"
"workday.dj","1.10.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\workday.dj-1.10.0-universal","3.67","0.004","否"
"oaslananka.orbit-vsx","0.5.7-universal","C:\Users\PCCPPPCCC\.positron\extensions\oaslananka.orbit-vsx-0.5.7-universal","3.65","0.004","否"
"devvibes.terminal-vibes","0.1.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\devvibes.terminal-vibes-0.1.1-universal","3.64","0.004","否"
"minimaple.kigumi","0.4.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\minimaple.kigumi-0.4.2-universal","3.63","0.004","否"
"gera2ld.markmap-vscode","0.2.11-universal","C:\Users\PCCPPPCCC\.positron\extensions\gera2ld.markmap-vscode-0.2.11-universal","3.62","0.004","否"
"ms-toolsai.jupyter-hub","2024.5.100-universal","C:\Users\PCCPPPCCC\.positron\extensions\ms-toolsai.jupyter-hub-2024.5.100-universal","3.61","0.004","否"
"pioarduino.pioarduino-ide","1.4.4-universal","C:\Users\PCCPPPCCC\.positron\extensions\pioarduino.pioarduino-ide-1.4.4-universal","3.61","0.004","否"
"kyntrack.rev-test-run","0.1.141-universal","C:\Users\PCCPPPCCC\.positron\extensions\kyntrack.rev-test-run-0.1.141-universal","3.61","0.004","否"
"electricthanhtung.flintjvm-debugger","2.1.2","C:\Users\PCCPPPCCC\.positron\extensions\electricthanhtung.flintjvm-debugger-2.1.2","3.59","0.004","否"
"quentin-gliech.z33-assembly","0.8.3-universal","C:\Users\PCCPPPCCC\.positron\extensions\quentin-gliech.z33-assembly-0.8.3-universal","3.59","0.004","否"
"devinat1.agentic-debugger","1.0.3-universal","C:\Users\PCCPPPCCC\.positron\extensions\devinat1.agentic-debugger-1.0.3-universal","3.58","0.003","否"
"redhat.vscode-yaml","1.25.2026070808-universal","C:\Users\PCCPPPCCC\.positron\extensions\redhat.vscode-yaml-1.25.2026070808-universal","3.54","0.003","否"
"dwtexe.cursor-stats","1.1.4-universal","C:\Users\PCCPPPCCC\.positron\extensions\dwtexe.cursor-stats-1.1.4-universal","3.54","0.003","否"
"themeselection.flyonui-vscode-extension","1.0.5-universal","C:\Users\PCCPPPCCC\.positron\extensions\themeselection.flyonui-vscode-extension-1.0.5-universal","3.53","0.003","否"
"zeckem19.cursor-jupyter-hub","2025.4.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\zeckem19.cursor-jupyter-hub-2025.4.0-universal","3.52","0.003","否"
"oaslananka.kicadstudiokit","1.9.4-universal","C:\Users\PCCPPPCCC\.positron\extensions\oaslananka.kicadstudiokit-1.9.4-universal","3.52","0.003","否"
"moapublish.run-with-kaggle","0.0.3-universal","C:\Users\PCCPPPCCC\.positron\extensions\moapublish.run-with-kaggle-0.0.3-universal","3.5","0.003","否"
"urin.vscode-web-visual-editor","0.1.10-universal","C:\Users\PCCPPPCCC\.positron\extensions\urin.vscode-web-visual-editor-0.1.10-universal","3.49","0.003","否"
"parallelsdesktop.parallels-desktop","1.5.11-win32-x64","C:\Users\PCCPPPCCC\.positron\extensions\parallelsdesktop.parallels-desktop-1.5.11-win32-x64","3.48","0.003","否"
"takashi-uchida.office-viewer","0.0.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\takashi-uchida.office-viewer-0.0.1-universal","3.43","0.003","否"
"kylinideteam.js-debug","0.1.3-universal","C:\Users\PCCPPPCCC\.positron\extensions\kylinideteam.js-debug-0.1.3-universal","3.43","0.003","否"
"wso2.mcp-server-inspector","0.7.4-universal","C:\Users\PCCPPPCCC\.positron\extensions\wso2.mcp-server-inspector-0.7.4-universal","3.41","0.003","否"
"alfredoperez.speckit-companion","0.29.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\alfredoperez.speckit-companion-0.29.0-universal","3.39","0.003","否"
"sr-team.nesweep","1.2.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\sr-team.nesweep-1.2.0-universal","3.38","0.003","否"
"mtxr.sqltools","0.28.6-universal","C:\Users\PCCPPPCCC\.positron\extensions\mtxr.sqltools-0.28.6-universal","3.37","0.003","否"
"zaaack.markdown-editor","0.1.9-universal","C:\Users\PCCPPPCCC\.positron\extensions\zaaack.markdown-editor-0.1.9-universal","3.37","0.003","否"
"jason2866.esp-decoder","0.27.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\jason2866.esp-decoder-0.27.0-universal","3.35","0.003","否"
"ocr-for-all.ocr-for-all","1.0.5-universal","C:\Users\PCCPPPCCC\.positron\extensions\ocr-for-all.ocr-for-all-1.0.5-universal","3.35","0.003","否"
"wacheit.wacheit","2.4.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\wacheit.wacheit-2.4.1-universal","3.31","0.003","否"
"riccardopll.vscode-dynamodb-explorer","0.0.12-universal","C:\Users\PCCPPPCCC\.positron\extensions\riccardopll.vscode-dynamodb-explorer-0.0.12-universal","3.3","0.003","否"
"cyrusfirheir.twee3-language-tools","0.34.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\cyrusfirheir.twee3-language-tools-0.34.0-universal","3.3","0.003","否"
"priyankark.aircodum-app","0.1.11-universal","C:\Users\PCCPPPCCC\.positron\extensions\priyankark.aircodum-app-0.1.11-universal","3.3","0.003","否"
"ntluong95.quarto-wingman","0.1.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\ntluong95.quarto-wingman-0.1.1-universal","3.3","0.003","否"
"rinesong.process-designer","0.0.3-universal","C:\Users\PCCPPPCCC\.positron\extensions\rinesong.process-designer-0.0.3-universal","3.3","0.003","否"
"gguf.lobster-console","0.1.9-universal","C:\Users\PCCPPPCCC\.positron\extensions\gguf.lobster-console-0.1.9-universal","3.29","0.003","否"
"axiomstudio.vscode-vibeflow","1.3.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\axiomstudio.vscode-vibeflow-1.3.0-universal","3.28","0.003","否"
"klik.klik-extension","1.1.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\klik.klik-extension-1.1.1-universal","3.28","0.003","否"
"vinz1444.run-configurations","1.3.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\vinz1444.run-configurations-1.3.0-universal","3.25","0.003","否"
"chenzhiy2001.os-debug","2.0.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\chenzhiy2001.os-debug-2.0.1-universal","3.25","0.003","否"
"kibernet.luaattachdebug","1.0.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\kibernet.luaattachdebug-1.0.0-universal","3.24","0.003","否"
"vfunction.vfunction","1.4.651-universal","C:\Users\PCCPPPCCC\.positron\extensions\vfunction.vfunction-1.4.651-universal","3.24","0.003","否"
"everyapi-ai.everyapi-vscode","1.5.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\everyapi-ai.everyapi-vscode-1.5.0-universal","3.23","0.003","否"
"kylinideteam.vscode-java-test","0.1.11-universal","C:\Users\PCCPPPCCC\.positron\extensions\kylinideteam.vscode-java-test-0.1.11-universal","3.21","0.003","否"
"tunnelapi.tunnelapi-vscode","1.0.24-universal","C:\Users\PCCPPPCCC\.positron\extensions\tunnelapi.tunnelapi-vscode-1.0.24-universal","3.19","0.003","否"
"dlycn.dds-viewer","1.0.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\dlycn.dds-viewer-1.0.2-universal","3.19","0.003","否"
"jraylan.seamless-agent","0.1.32-universal","C:\Users\PCCPPPCCC\.positron\extensions\jraylan.seamless-agent-0.1.32-universal","3.18","0.003","否"
"modular-mojotools.vscode-mojo","26.6.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\modular-mojotools.vscode-mojo-26.6.0-universal","3.17","0.003","否"
"supernovae.nika-lang","0.103.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\supernovae.nika-lang-0.103.0-universal","3.16","0.003","否"
"rpa.skills","0.1.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\rpa.skills-0.1.1-universal","3.16","0.003","否"
"ekkostech.ekkos-connect","3.2.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\ekkostech.ekkos-connect-3.2.1-universal","3.15","0.003","否"
"decodetalkers.neocmakelsp-vscode","0.0.30-universal","C:\Users\PCCPPPCCC\.positron\extensions\decodetalkers.neocmakelsp-vscode-0.0.30-universal","3.14","0.003","否"
"mohanthonangi.promptcraft-ai","0.0.9-universal","C:\Users\PCCPPPCCC\.positron\extensions\mohanthonangi.promptcraft-ai-0.0.9-universal","3.12","0.003","否"
"owenrumney.tf-nav","0.1.5-universal","C:\Users\PCCPPPCCC\.positron\extensions\owenrumney.tf-nav-0.1.5-universal","3.12","0.003","否"
"dineug.vuerd-vscode","2.1.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\dineug.vuerd-vscode-2.1.0-universal","3.09","0.003","否"
"dineug.textflow-editor-vscode","0.1.12-universal","C:\Users\PCCPPPCCC\.positron\extensions\dineug.textflow-editor-vscode-0.1.12-universal","3.08","0.003","否"
"kosher-code.kosher-ide","0.10.48-universal","C:\Users\PCCPPPCCC\.positron\extensions\kosher-code.kosher-ide-0.10.48-universal","3.08","0.003","否"
"vishalguptax.claude-manager","2.7.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\vishalguptax.claude-manager-2.7.0-universal","3.06","0.003","否"
"ms-edgedevtools.vscode-edge-devtools","2.1.10-universal","C:\Users\PCCPPPCCC\.positron\extensions\ms-edgedevtools.vscode-edge-devtools-2.1.10-universal","3.05","0.003","否"
"nadako.vshaxe","2.34.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\nadako.vshaxe-2.34.2-universal","3.05","0.003","否"
"hartewired.claudelike-bar","0.20.3-universal","C:\Users\PCCPPPCCC\.positron\extensions\hartewired.claudelike-bar-0.20.3-universal","3.05","0.003","否"
"ntluong95.positron-stata","0.1.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\ntluong95.positron-stata-0.1.2-universal","3.02","0.003","否"
"markusvankempen.quantum-openqasm-assistant","1.9.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\markusvankempen.quantum-openqasm-assistant-1.9.2-universal","3.01","0.003","否"
"mcu-debug.peripheral-viewer","1.6.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\mcu-debug.peripheral-viewer-1.6.1-universal","3.01","0.003","否"
"salesforce.salesforcedx-vscode-apex-log","67.4.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\salesforce.salesforcedx-vscode-apex-log-67.4.0-universal","2.99","0.003","否"
"unifiedjs.vscode-mdx","1.8.17-universal","C:\Users\PCCPPPCCC\.positron\extensions\unifiedjs.vscode-mdx-1.8.17-universal","2.98","0.003","否"
"mark-wiemer.love2d-made-easy","0.1.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\mark-wiemer.love2d-made-easy-0.1.0-universal","2.97","0.003","否"
"diabolo-68.git-staging-view","3.4.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\diabolo-68.git-staging-view-3.4.1-universal","2.97","0.003","否"
"novem.novem-vscode","0.1.6-universal","C:\Users\PCCPPPCCC\.positron\extensions\novem.novem-vscode-0.1.6-universal","2.97","0.003","否"
"microchip.mplab-data-visualizer","0.1.5-universal","C:\Users\PCCPPPCCC\.positron\extensions\microchip.mplab-data-visualizer-0.1.5-universal","2.96","0.003","否"
"cesarandreslopez.sidekick-for-max","0.22.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\cesarandreslopez.sidekick-for-max-0.22.0-universal","2.95","0.003","否"
"criox4.devwatch","0.1.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\criox4.devwatch-0.1.1-universal","2.94","0.003","否"
"olavovieiradecarvalho.notebook-mcp-server","0.3.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\olavovieiradecarvalho.notebook-mcp-server-0.3.0-universal","2.93","0.003","否"
"mainul-islam.tiermux","0.1.9-universal","C:\Users\PCCPPPCCC\.positron\extensions\mainul-islam.tiermux-0.1.9-universal","2.91","0.003","否"
"lramseyer.vaporview","1.5.4-universal","C:\Users\PCCPPPCCC\.positron\extensions\lramseyer.vaporview-1.5.4-universal","2.91","0.003","否"
"grafana.vscode-jsonnet","0.7.4-universal","C:\Users\PCCPPPCCC\.positron\extensions\grafana.vscode-jsonnet-0.7.4-universal","2.91","0.003","否"
"norisix.n8n-mcp-vscode","1.3.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\norisix.n8n-mcp-vscode-1.3.0-universal","2.89","0.003","否"
"karatelabs.karate","2.0.6-universal","C:\Users\PCCPPPCCC\.positron\extensions\karatelabs.karate-2.0.6-universal","2.89","0.003","否"
"formulahendry.acp-client","0.2.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\formulahendry.acp-client-0.2.0-universal","2.89","0.003","否"
"microchip.mplab-kconfig","1.5.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\microchip.mplab-kconfig-1.5.2-universal","2.89","0.003","否"
"mechatroner.rainbow-csv","3.24.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\mechatroner.rainbow-csv-3.24.1-universal","2.87","0.003","否"
"mikoto.bluelamp","1.3.33-universal","C:\Users\PCCPPPCCC\.positron\extensions\mikoto.bluelamp-1.3.33-universal","2.85","0.003","否"
"us3.whawit","0.2.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\us3.whawit-0.2.0-universal","2.85","0.003","否"
"tamperedreality.vsbloom","1.4.3-universal","C:\Users\PCCPPPCCC\.positron\extensions\tamperedreality.vsbloom-1.4.3-universal","2.85","0.003","否"
"openknot.openclaw-extension","0.2.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\openknot.openclaw-extension-0.2.1-universal","2.84","0.003","否"
"nguyenngoclong.terminal-keeper","1.2.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\nguyenngoclong.terminal-keeper-1.2.1-universal","2.83","0.003","否"
"golang.go","0.54.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\golang.go-0.54.0-universal","2.83","0.003","否"
"theo.emmylua","0.9.15-universal","C:\Users\PCCPPPCCC\.positron\extensions\theo.emmylua-0.9.15-universal","2.82","0.003","否"
"fluxloop.fluxloop","0.1.14-universal","C:\Users\PCCPPPCCC\.positron\extensions\fluxloop.fluxloop-0.1.14-universal","2.81","0.003","否"
"gbti.snapshots-for-ai","8.2.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\gbti.snapshots-for-ai-8.2.0-universal","2.81","0.003","否"
"sakshya73.code-ustaad-ai","1.1.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\sakshya73.code-ustaad-ai-1.1.0-universal","2.8","0.003","否"
"speclens.speclens","0.1.13-universal","C:\Users\PCCPPPCCC\.positron\extensions\speclens.speclens-0.1.13-universal","2.79","0.003","否"
"echemlabs.markdown-mermaid-zoom","0.4.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\echemlabs.markdown-mermaid-zoom-0.4.0-universal","2.78","0.003","否"
"rickaym.manim-sideview","0.3.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\rickaym.manim-sideview-0.3.1-universal","2.76","0.003","否"
"gfautomation.remote-code","7.4.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\gfautomation.remote-code-7.4.1-universal","2.76","0.003","否"
"patchwire.patchwire-vscode","0.6.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\patchwire.patchwire-vscode-0.6.0-universal","2.75","0.003","否"
